,explanation,label,latency,match,prediction,row,type
0,"{'ltable_addr': 0.047078958460035736, 'ltable_city': 0.0, 'ltable_class': 0.0, 'ltable_name': -0.13709836232319536, 'ltable_phone': 0.0, 'ltable_res_type': 0.0, 'rtable_addr': 0.0, 'rtable_city': 0.0, 'rtable_class': 0.0, 'rtable_name': 0.0, 'rtable_phone': 0.0, 'rtable_res_type': 0.0}",0.0,2.1201036749989726,0.0,[9.9922395e-01 7.7599194e-04],6-230,shap
1,"{'ltable_addr': 0.010751834265613464, 'ltable_city': 0.0, 'ltable_class': 0.03655733830199637, 'ltable_name': 0.027152516164284143, 'ltable_phone': 0.010595233282097744, 'ltable_res_type': 0.0, 'rtable_addr': -0.024083046003315255, 'rtable_city': -0.1127113922042982, 'rtable_class': 0.03861071356699425, 'rtable_name': -0.033894301955843684, 'rtable_phone': 0.0, 'rtable_res_type': -0.04300088940518378}",1.0,2.1735177480150014,0.0,[9.9981636e-01 1.8362113e-04],22-240,shap
2,"{'ltable_addr': 0.02086170486459152, 'ltable_city': -0.0046172927625815485, 'ltable_class': -0.014408730974649384, 'ltable_name': -0.017158122626634208, 'ltable_phone': 0.0, 'ltable_res_type': 0.0, 'rtable_addr': -0.0150111955345976, 'rtable_city': 0.0, 'rtable_class': -0.025297903303381025, 'rtable_name': -0.021293539819178184, 'rtable_phone': -0.0043027593052533675, 'rtable_res_type': -0.009319580578318831}",0.0,1.980838519986719,0.0,[9.9975830e-01 2.4166443e-04],501-214,shap
3,"{'ltable_addr': -0.17438824305582312, 'ltable_city': 0.0, 'ltable_class': 0.0, 'ltable_name': 0.03743835564057465, 'ltable_phone': 0.0, 'ltable_res_type': -0.060852490121195216, 'rtable_addr': -0.024850583531801494, 'rtable_city': 0.0, 'rtable_class': 0.06551013663324293, 'rtable_name': 0.08803044938587548, 'rtable_phone': -0.020519248853158367, 'rtable_res_type': 0.0}",1.0,2.0336286009987816,1.0,[0.38355336 0.6164466 ],38-256,shap
4,"{'ltable_addr': 0.022983062824582713, 'ltable_city': 0.0, 'ltable_class': -0.019754119064027117, 'ltable_name': -0.028237296865557072, 'ltable_phone': 0.0, 'ltable_res_type': 0.0, 'rtable_addr': 0.0, 'rtable_city': 0.0, 'rtable_class': -0.050191445881081785, 'rtable_name': -0.01532849663216565, 'rtable_phone': 0.0, 'rtable_res_type': 0.0}",0.0,2.116802179021761,1.0,[0.00427125 0.9957287 ],70-130,shap
5,"{'ltable_addr': -0.025650459354240825, 'ltable_city': 0.0, 'ltable_class': -0.013351759193970369, 'ltable_name': -0.01336880218549882, 'ltable_phone': 0.0, 'ltable_res_type': -0.004421543996794824, 'rtable_addr': 0.0, 'rtable_city': -0.01315192457376542, 'rtable_class': -0.013204223103222376, 'rtable_name': 0.0, 'rtable_phone': 0.0, 'rtable_res_type': -0.007398642185876159}",0.0,2.278769686992746,0.0,[9.9971801e-01 2.8201312e-04],384-300,shap
6,"{'ltable_addr': 0.0, 'ltable_city': 0.0, 'ltable_class': -0.02288177215484529, 'ltable_name': -0.011859047655310168, 'ltable_phone': 0.0, 'ltable_res_type': -0.009333679176595014, 'rtable_addr': 0.0, 'rtable_city': -0.015425390241391362, 'rtable_class': -0.019295659499170906, 'rtable_name': -0.011709918193752875, 'rtable_phone': 0.0, 'rtable_res_type': 0.0}",0.0,2.0847222370211966,1.0,[0.00279694 0.9972031 ],76-26,shap
7,"{'ltable_addr': 0.02094631601772171, 'ltable_city': 0.0, 'ltable_class': -0.014880069319880394, 'ltable_name': -0.007107925839418482, 'ltable_phone': -0.002268756675951304, 'ltable_res_type': -0.007565927378990325, 'rtable_addr': 0.0, 'rtable_city': -0.03239404745187945, 'rtable_class': -0.027966268397677917, 'rtable_name': -0.012050542606719372, 'rtable_phone': -0.0029999328919542434, 'rtable_res_type': -0.004260264969799227}",0.0,2.0661367700085975,0.0,[1.0000000e+00 1.5936872e-09],147-23,shap
8,"{'ltable_addr': -0.06478703897113164, 'ltable_city': 0.0, 'ltable_class': 0.0, 'ltable_name': -0.011488532945004105, 'ltable_phone': 0.0, 'ltable_res_type': 0.0, 'rtable_addr': 0.0, 'rtable_city': -0.028795595345399758, 'rtable_class': 0.020705269950710745, 'rtable_name': 0.0, 'rtable_phone': 0.0, 'rtable_res_type': 0.0}",1.0,2.1562559350277297,1.0,[0.01831059 0.98168945],83-301,shap
9,"{'ltable_addr': 0.0, 'ltable_city': -0.0049813077126978494, 'ltable_class': -0.022831977446654918, 'ltable_name': -0.01459325311408699, 'ltable_phone': 0.0, 'ltable_res_type': -0.007462989487533652, 'rtable_addr': -0.002431048239468589, 'rtable_city': -0.014819110446633546, 'rtable_class': -0.023427733601892972, 'rtable_name': 0.0, 'rtable_phone': 0.0, 'rtable_res_type': 0.0}",0.0,2.0391198020079173,0.0,[0.9983309 0.0016691],90-148,shap
